statement,source,link,veracity,text,class
"""Both Cruz and Rubio are missing the vast majority of their votes.""",Rand Paul,/web/20180119172045/http://www.politifact.com/truth-o-meter/statements/2016/jan/03/rand-paul/rand-paul-overstates-missed-votes-ted-cruz-not-mar/,Mostly False, cruz   rubio miss vast majority vote ,0
"""Bicycle ownership drops by half while obesity in Rhode Island rises by 154 percent""",My City Bikes,/web/20180119172045/http://www.politifact.com/rhode-island/statements/2016/jan/03/my-city-bikes/advocate-links-ri-obesity-and-bike-ownership/,Pants on Fire!, bicycle ownership drop half obesity rhode island rise 154 percent,0
"""More than 60 percent of people in America support Planned Parenthood and only 11 percent approve of Congress.""",Cecile Richards,/web/20180119172045/http://www.politifact.com/texas/statements/2016/jan/02/cecile-richards/mostly-true-cecile-richards-says-far-more-american/,Mostly True, 60 percent people america support plan parenthood 11 percent approve congress ,1
"Guantanamo has ""never been a key component of ISIS or al-Qaida propaganda.""",Stephen Hayes,/web/20180119172045/http://www.politifact.com/punditfact/statements/2015/dec/30/stephen-hayes/guantanamo-key-component-terrorist-propaganda/,True,guantanamo key component isis al qaida propaganda ,1
"Says U.S. Rep. Ted Yoho said ""African Americans should only be given three-fifths of a vote.""",Viral image,/web/20180119172045/http://www.politifact.com/florida/statements/2015/dec/30/viral-image/facebook-post-accuses-us-rep-ted-yoho-wanting-stri/,Pants on Fire!,say u s rep te yoho say african americans give fifth vote ,0
"By the end of 2015, more than 1,300 people will have died on Georgia roads. One of out evey four fatalities resulted from drunken driving.",State Public Service Announcement,/web/20180119172045/http://www.politifact.com/georgia/statements/2015/dec/30/state-public-service-announcement/state-correct-traffic-deaths-are-2015/,Mostly True,end 2015 1 300 people die georgia road evey fatality result drunken driving,1
"""91% of suspected terrorists who attempted to buy guns in America walked away with the weapon they wanted.""",Patrick Murphy,/web/20180119172045/http://www.politifact.com/florida/statements/2015/dec/29/patrick-murphy/terrorist-watch-list-no-obstacle-buying-guns-rep-m/,Mostly True, 91 suspect terrorist attempt buy gun america walk away weapon want ,1
"""Existing law right now requires 700 miles of double-layered border fencing"" on the Mexico border.",Ted Cruz,/web/20180119172045/http://www.politifact.com/virginia/statements/2015/dec/29/ted-cruz/cruz-falsely-claims-us-law-requires-double-fencing/,False, exist law right require 700 mile double layered border fencing mexico border,0
"Forty percent of illegal immigrants are ""people coming legally on visas and overstaying their visas.""",Ted Cruz,/web/20180119172045/http://www.politifact.com/virginia/statements/2015/dec/28/ted-cruz/cruz-says-40-percent-illegal-immigrants-have-overs/,Mostly True,percent illegal immigrant people come legally visa overstay visa ,1
"""Here in Wisconsin, we've put in previous budgets more money into mental health services than any governor has in the last 25 years.""",Scott Walker,/web/20180119172045/http://www.politifact.com/wisconsin/statements/2015/dec/23/scott-walker/scott-walker-says-he-put-more-funds-mental-health-/,True, wisconsin ve previous budget money mental health service governor 25 year ,1
"""We didn't go out and take"" information from the Hillary Clinton campaign.",Bernie Sanders,/web/20180119172045/http://www.politifact.com/truth-o-meter/statements/2015/dec/22/bernie-s/Sanders-take-Clinton-voter-data/,Mostly False, didn t information hillary clinton campaign,0
"""The Democrats in the Senate last year introduced a constitutional amendment to repeal the free speech protections of the First Amendment.""",Ted Cruz,/web/20180119172045/http://www.politifact.com/iowa/statements/2015/dec/22/ted-cruz/ted-cruz-overstates-effect-proposed-constitutional/,Mostly False, democrats senate year introduce constitutional amendment repeal free speech protection amendment ,0
"Says Bernie Sanders ""voted for regime change with respect to Libya.""",Hillary Clinton,/web/20180119172045/http://www.politifact.com/truth-o-meter/statements/2015/dec/22/hillary-clinton/hillary-clinton-says-bernie-sanders-voted-get-rid-/,Mostly True,say bernie sanders vote regime change respect libya ,1
"The only budget Ted Cruz ""ever voted for in his time in the Senate is a budget that cut defense spending by more than Barack Obama proposes we cut it.""",Marco Rubio,/web/20180119172045/http://www.politifact.com/florida/statements/2015/dec/22/marco-rubio/marco-rubio-says-ted-cruz-voted-defense-cuts-rand-/,Mostly False,budget ted cruz vote time senate budget cut defense spending barack obama propose cut ,0
"""Only nine"" coalition nations with the U.S. ""are truly actively involved"" in fighting the Islamic State.",Rob Wittman,/web/20180119172045/http://www.politifact.com/virginia/statements/2015/dec/22/rob-wittman/rob-wittman-mostly-right-about-few-nations-fightin/,Mostly True, coalition nation u s truly actively involve fight islamic state,1
"Says the Obama administration invited ""Russia into Syria.""",Chris Christie,/web/20180119172045/http://www.politifact.com/truth-o-meter/statements/2015/dec/21/chris-christie/chris-christie-mostly-wrong-barack-obama-invited-r/,Mostly False,say obama administration invite russia syria ,0
"Says he faced ""a record budget deficit"" in Virginia in 2014.",Terry McAuliffe,/web/20180119172045/http://www.politifact.com/virginia/statements/2015/dec/21/terry-mcauliffe/mcauliffes-misspoken-claim-about-facing-record-def/,False,say face record budget deficit virginia 2014,0
"Wisconsin ""is on pace to double the number of layoffs"" this year.",Katrina Shankland,/web/20180119172045/http://www.politifact.com/wisconsin/statements/2015/dec/21/katrina-shankland/numbers-cited-katrina-shankland-layoffs-dont-tell-/,False,wisconsin pace double number layoff year,0
"Says American polling shows Russian President Vladimir Putin has ""an 80 percent approval rating.""",Donald Trump,/web/20180119172047/http://www.politifact.com/truth-o-meter/statements/2015/dec/20/donald-trump/donald-trump-right-about-putins-popularity-russia/,True,say american polling show russian president vladimir putin 80 percent approval rating ,1
"The United States spends ""almost three times per capita what they spend in the U.K."" on health care and ""50 percent more than they pay in France.""",Bernie Sanders,/web/20180119172047/http://www.politifact.com/truth-o-meter/statements/2015/dec/20/bernie-s/fact-checking-bernie-sanders-claim-us-spends-three/,True,united states spend time caput spend u k health care 50 percent pay france ,1
"ISIS is ""going to people showing videos of Donald Trump insulting Islam and Muslims in order to recruit more radical jihadists.""",Hillary Clinton,/web/20180119172047/http://www.politifact.com/truth-o-meter/statements/2015/dec/19/hillary-clinton/fact-checking-hillary-clintons-claim-isis-using-vi/,False,isis go people show video donald trump insult islam muslims order recruit radical jihadist ,0
"""One of the most troubling aspects of the Rubio-Schumer Gang of Eight bill was that it gave President Obama blanket authority to admit refugees, including Syrian refugees, without mandating any background checks whatsoever.""",Ted Cruz,/web/20180119172047/http://www.politifact.com/truth-o-meter/statements/2015/dec/18/ted-cruz/cruz-muddles-accusation-against-rubios-immigration/,False, troubling aspect rubio schumer gang bill give president obama blanket authority admit refugee include syrian refugee mandate background check whatsoever ,0
"""Our larger domestic threat is from racial supremacist groups.""",André  Carson,/web/20180119172047/http://www.politifact.com/truth-o-meter/statements/2015/dec/18/andre-carson/rep-carson-miscasts-racial-supremacists-greater-/,False, large domestic threat racial supremacist group ,0
"Says President Barack Obama ""himself has granted waivers allowing into the United States refugees who provided material support to terrorists.""",Greg Abbott,/web/20180119172047/http://www.politifact.com/texas/statements/2015/dec/18/greg-abbott/greg-abbott-incorrectly-says-obama-himself-admitte/,Mostly False,say president barack obama grant waiver allow united states refugee provide material support terrorist ,0
"Says President Barack Obama’s homeland security budget had ""$16 million to fight climate change"" but ""didn't have a line item to fight violent extremism.""",Sean Duffy,/web/20180119172047/http://www.politifact.com/wisconsin/statements/2015/dec/18/sean-duffy/barack-obama-gives-homeland-security-millions-clim/,Mostly False,say president barack obama homeland security budget 16 million fight climate change didn t line item fight violent extremism ,0
"The 9/11 terrorists' friends, family, girlfriends in the United States ""were sent back for the most part to Saudi Arabia. They knew what was going on. They went home, and they wanted to watch their boyfriends on television.""",Donald Trump,/web/20180119172047/http://www.politifact.com/truth-o-meter/statements/2015/dec/17/donald-trump/trump-repeats-flights-home-911-hijackers-wives-gir/,False,9 11 terrorist   friend family girlfriend united states   send saudi arabia know go go home want watch boyfriend television ,0
"""The Electric Reliability Council of Texas (ERCOT) has estimated that the Obama administration’s Power Plan will cause energy costs in Texas to rise as much as 16 percent per year.""",Lamar Smith,/web/20180119172047/http://www.politifact.com/texas/statements/2015/dec/17/lamar-smith/lamar-smith-says-clean-power-plan-will-raise-texas/,False, electric reliability council texas ercot estimate obama administration power plan cause energy cost texas rise 16 percent year ,0
"""If you are going to kill the families of terrorists, realize that there's something called the Geneva Convention we're going to have to pull out of.""",Rand Paul,/web/20180119172047/http://www.politifact.com/truth-o-meter/statements/2015/dec/17/rand-paul/rand-pauls-right-geneva-conventions-bar-donald-tru/,True, go kill family terrorist realize s call geneva convention go pull ,1
"The Milwaukee County bus system has ""among the highest fares in the nation.""",Chris Larson,/web/20180119172047/http://www.politifact.com/wisconsin/statements/2015/dec/17/chris-larson/state-sen-chris-larson-mark-claim-about-milwaukee-/,False,milwaukee county bus system high fare nation ,0
"""Since 2004, more than 2,000 suspected terrorists have legally purchased weapons in the United States.""",Mike Thompson,/web/20180119172047/http://www.politifact.com/california/statements/2015/dec/17/mike-thompson/data-backs-claim-watch-list-questions-linger/,Mostly True, 2004 2 000 suspect terrorist legally purchase weapon united states ,1
"""Recent news reports indicate DWI crashes in Austin dropped 23 percent since ridesharing entered the market.""",Uber,/web/20180119172047/http://www.politifact.com/texas/statements/2015/dec/16/uber/uber-says-drunk-driving-crashes-down-austin-advent/,Mostly True, recent news report indicate dwi crash austin drop 23 percent ridesharing enter market ,1
"Says carpet bombing means bombing ""not a city, but the location of the troops,"" with ""embedded special forces to direct the air power.""",Ted Cruz,/web/20180119172047/http://www.politifact.com/truth-o-meter/statements/2015/dec/16/ted-cruz/ted-cruz-misfires-definition-carpet-bombing-gop-de/,False,say carpet bombing mean bomb city location troop embed special force direct air power ,0
